x,sin,cos,sincos
2.0309285841388562,0.8959937742913359,-0.4440666126057741,-0.39788092026541605
2.0943951023931957,0.8660254037844386,-0.5000000000000002,-0.43301270189221946
2.1578616206475347,0.8325698546347714,-0.5539200638661103,-0.4611771470522907
2.221328138901874,0.795761840530832,-0.6056096871376668,-0.4819210792799711
2.284794657156213,0.7557495743542583,-0.6548607339452851,-0.4949107209404664
2.3482611754105527,0.7126941713788628,-0.7014748877063214,-0.49993706383693753
2.4117276936648917,0.6667690005162916,-0.7452644496757547,-0.49691923223062706
2.475194211919231,0.6181589862206052,-0.7860530947427875,-0.4859057841617708
2.53866073017357,0.5670598638627709,-0.8236765814298327,-0.46707393013255344
2.6021272484279097,0.5136773915734063,-0.8579834132349771,-0.440726681723791
2.6655937666822487,0.4582265217274105,-0.8888354486549234,-0.4072879760251679
2.729060284936588,0.4009305354066136,-0.9161084574320696,-0.36729585432876655
2.792526803190927,0.3420201433256689,-0.9396926207859083,-0.3213938048432698
2.8559933214452666,0.28173255684142967,-0.9594929736144974,-0.2703204087277988
2.9194598396996057,0.2203105327865408,-0.975429786885407,-0.214897456044586
2.982926357953945,0.1580013959733499,-0.9874388886763943,-0.15601672284924353
3.0463928762082846,0.09505604330418244,-0.9954719225730846,-0.09462562218020487
3.1098593944626236,0.031727933498067656,-0.9994965423831851,-0.03171195982828226
3.173325912716963,-0.03172793349806786,-0.9994965423831851,0.03171195982828246
3.236792430971302,-0.09505604330418263,-0.9954719225730846,0.09462562218020507
3.3002589492256416,-0.15800139597335008,-0.9874388886763943,0.15601672284924373
3.3637254674799806,-0.22031053278654056,-0.975429786885407,0.21489745604458574
3.42719198573432,-0.28173255684142984,-0.9594929736144974,0.27032040872779894
3.490658503988659,-0.34202014332566866,-0.9396926207859084,0.3213938048432696
3.5541250222429985,-0.4009305354066138,-0.9161084574320696,0.3672958543287667
3.6175915404973376,-0.4582265217274103,-0.8888354486549235,0.40728797602516775
3.681058058751677,-0.5136773915734064,-0.857983413234977,0.44072668172379104
3.744524577006016,-0.5670598638627706,-0.8236765814298328,0.46707393013255327
3.8079910952603555,-0.6181589862206053,-0.7860530947427874,0.4859057841617708
3.8714576135146945,-0.6667690005162915,-0.7452644496757548,0.49691923223062706
3.934924131769034,-0.7126941713788629,-0.7014748877063213,0.49993706383693753
3.998390650023373,-0.7557495743542582,-0.6548607339452852,0.4949107209404664
4.0618571682777125,-0.7957618405308321,-0.6056096871376666,0.48192107927997097
4.1253236865320515,-0.8325698546347713,-0.5539200638661105,0.46117714705229085
4.188790204786391,-0.8660254037844388,-0.4999999999999996,0.4330127018922191
4.25225672304073,-0.895993774291336,-0.44406661260577396,0.39788092026541594
4.3157232412950695,-0.9223542941045814,-0.3863451256931287,0.35634708568943146
4.3791897595494085,-0.9450008187146683,-0.3270679633174219,0.3090794931103028
4.442656277803748,-0.9638421585599422,-0.26647381369003464,0.2568386957867029
4.506122796058087,-0.9788024462147787,-0.20480666806519054,0.20046526770330672
4.569589314312426,-0.9898214418809327,-0.14231483827328523,0.14086627842071492
4.6330558325667655,-0.9968547759519423,-0.07924995685678879,0.07900069798667528
4.696522350821105,-0.9998741276738751,-0.01586596383480761,0.01586396674903351
4.759988869075444,-0.998867339183008,0.04758191582374238,-0.04752802165209142
4.823455387329783,-0.9938384644612541,0.11083819990101086,-0.11015526639327017
4.886921905584122,-0.9848077530122081,0.17364817766692997,-0.171010071662834
4.950388423838462,-0.9718115683235417,0.23575893550942748,-0.22911326086370543
5.013854942092801,-0.9549022414440739,0.29692037532827487,-0.28352993193138537
5.07732146034714,-0.9341478602651068,0.35688622159187167,-0.33338450025814564
5.14078797860148,-0.9096319953545182,0.4154150130018868,-0.37787478717712947
5.204254496855819,-0.881453363447582,0.4722710747726829,-0.4162849273173858
5.267721015110158,-0.8497254299495144,0.5272254676105024,-0.4479968871456679
5.331187533364497,-0.8145759520503358,0.5800569095711979,-0.4725004093573341
5.394654051618837,-0.7761464642917566,0.6305526670845228,-0.4894012231073895
5.458120569873176,-0.7345917086575332,0.6785094115571323,-0.4984273879759712
5.521587088127515,-0.690079011482112,0.7237340381050701,-0.499433669591504
5.585053606381854,-0.6427876096865396,0.7660444431189778,-0.49240387650610407
5.648520124636194,-0.5929079290546402,0.8052702575310589,-0.4774511207220369
5.711986642890533,-0.5406408174555976,0.8412535328311812,-0.45481599767725917
5.775453161144872,-0.4861967361004688,0.8738493770697849,-0.4248627149747573
5.838919679399211,-0.4297949120891719,0.9029265382866211,-0.38807323214587863
5.902386197653551,-0.37166245566032724,0.9283679330160727,-0.34503950574105574
5.96585271590789,-0.31203344569848707,0.9500711177409454,-0.2964539645273202
6.029319234162229,-0.2511479871810794,0.9679487013963562,-0.24309836805023452
6.092785752416569,-0.18925124436040974,0.9819286972627068,-0.18583122783016334
6.156252270670908,-0.12659245357374904,0.9919548128307953,-0.1255739935905394
6.219718788925247,-0.06342391965656452,0.9979866764718844,-0.06329622678687465
6.283185307179586,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16
