x,y
-42.26644496,49.98368738
-47.48508363,41.71859973
51.44295014,-17.79389703
-47.77583943,-63.0740904
14.87649657,5.940726798
-33.30779682,5.336445161
-75.45491872,-33.27529966
-14.40023288,-28.6254358
14.79255547,-1.214580735
-28.67434153,-15.02567997
-55.51279703,48.30006275
-3.296018584,-45.77232717
15.94799594,15.95741776
23.92577054,-51.81247799
-32.92506004,-33.12314347
-23.85990685,-6.667396911
-14.56543652,73.36091156
-25.07557703,-33.00771595
8.340782621,24.33157331
-48.53970589,39.9009826
-79.02652955,-26.57546276
9.915429109,70.03451133
-4.389342097,-41.97837567
62.02276887,-6.744784154
-42.11153615,1.507394135
-30.05563811,-4.567414056
66.47759681,-52.23011337
8.55224544,14.27901925
35.97035268,-36.63514792
-30.05338881,-10.88777823
-57.97955899,41.66776724
-8.562895394,29.54654082
10.27895721,22.49996006
-11.11720215,-80.01725876
14.20702976,12.26863069
35.22286268,-36.48912215
-52.19223557,37.63092614
51.4387743,-16.50776209
25.5238759,-92.42042867
-26.6823462,65.65857633
80.29920058,-30.36778871
-32.88105149,62.48583382
-18.52843668,21.15023928
20.0188469,49.16940285
-85.44432886,14.67247863
2.370922367,-2.299788297
-17.75655588,74.30011913
-27.68713024,10.18157533
-12.42092519,-38.58207297
-17.81814634,-85.01113589
-8.633630019,24.42794143
3.560563932,19.19200173
41.23295095,-25.85353883
-30.6661977,1.080772178
-11.13921475,16.89802607
8.086943672,9.532896169
73.98728552,-73.19133645
-5.684071429,27.12203723
-16.43762816,73.02778139
60.17207581,-9.682464078
103.0324577,-14.54543501
86.60525834,-44.64836371
9.54122844,4.003773282
7.377097065,-93.74548913
50.09589111,30.70773395
-74.18330928,-8.547705034
50.75298908,-15.0475002
-5.129478642,24.32682045
-42.0212247,-12.66510643
72.18925212,-56.41561652
20.05136149,61.33223204
14.54505018,23.76197993
-82.29559621,-34.63422907
-45.49062801,61.77743389
48.44977188,-21.81302302
-32.7227154,0.568722984
41.88001501,28.27781691
-54.80938533,-60.54105194
9.388122341,-46.7954588
-33.85060602,67.91496514
49.43656091,23.30606708
47.58370841,49.56614303
2.086322927,-53.02380541
-21.37663952,1.800635676
-58.86999069,-64.72728608
-24.87801023,-15.1513504
-38.04057295,8.136884669
58.97646061,-73.79851387
2.763845069,-82.33144514
-24.83097979,8.56532312
-35.97011564,68.21580748
-70.97737726,10.56534473
55.57419488,-75.45882376
-32.69468943,54.70745201
2.800849856,-98.61370937
-25.68889994,-78.58800736
38.13491913,-13.09801907
-22.7547631,4.772827792
86.56954972,-36.60612061
-50.97645881,-79.97430306
10.83386075,-87.36149358
-23.07974076,19.7385353
-16.0019744,58.19158576
19.04211546,11.01074137
44.44619895,-0.564737934
27.04656099,-43.48105314
-8.146667341,-48.27911731
14.57091529,-35.95525191
51.83116487,35.9849048
-70.7817897,-57.74520357
10.48014939,5.586276124
-59.80206326,40.55143956
9.068613157,-41.54170398
63.82357435,-60.77041209
30.84238645,-42.99166787
-6.210182737,15.59045731
58.32160992,-2.757360399
58.52818988,-2.15849438
-9.75974181,67.88596349
-58.14279101,-68.79051654
34.87519453,53.64492835
56.39735954,16.95104232
31.12229842,-90.06674367
-31.58875426,-89.58060055
4.326844685,9.969903537
19.84489534,13.81965703
27.91706486,50.46599453
-41.88783549,-79.402964
13.09214534,-36.22650425
-50.27646805,36.8724737
-21.27955156,20.80252667
-34.06950998,-32.29963511
-74.58873335,36.01456433
-30.39465967,-3.751842672
-27.56533235,-20.41287898
11.56118719,14.07447821
-19.20883336,4.318122402
-38.23466861,-1.436065161
29.13969522,62.84156531
58.2941427,15.52721039
-15.61373641,25.82851565
-61.08697639,-60.5339836
20.55008251,7.63288977
10.93872613,63.74747669
56.92338455,-0.60795088
1.567529787,67.22729327
-77.54795507,0.813522137
12.8090531,57.76504767
-10.43315142,-44.10913841
11.04715517,-84.97726301
12.34177512,-81.0280816
3.675684875,29.25539519
0.951541955,68.15323176
33.186207,-33.04512972
30.12108672,-85.08028991
-36.86082192,-18.44126024
6.151252202,16.26093428
15.90392489,9.174226204
61.44956223,2.397319709
36.98171312,46.66164053
-61.1422332,42.31728592
-10.85739102,-48.32220537
3.152866994,12.34978331
46.37298199,17.8435156
-34.95855933,-22.22870806
52.24556684,20.97520717
-24.41299726,69.11615996
58.8650719,-74.47954317
-65.75229754,-49.92897128
5.27738884,-50.15111514
-49.81374901,54.80525038
36.91507093,-30.33619387
37.48406368,60.36029073
-12.38543638,16.9513699
-26.69196471,0.613835733
4.870729504,-38.90924756
-77.04699534,-38.04331977
-7.508072837,17.57298127
-57.4325152,37.31360103
-31.76325914,-21.47035638
55.30863958,-8.693318068
-34.9448021,-13.40779106
-71.4923506,25.90700663
51.23558033,23.68926491
-27.83494458,6.369808852
-16.75095348,11.05388315
-25.49955718,71.00806551
-68.76925503,20.51966689
49.72279889,8.437273182
98.95296186,-26.96100457
-1.858723794,7.573767731
-21.72531245,73.86134185
60.83526454,-5.932368785
-26.74153268,-30.1140361
-27.87346617,3.092931926
75.17487323,-59.97682743
46.88535486,38.52072132
-37.50057723,52.35293709
-2.403514162,21.96057751
-2.245811164,-36.2102974
-46.47380876,61.68770635
-69.65947776,-26.10746377
57.38579617,-5.030523243
-69.38266313,-57.66561309
4.289092682,11.57816266
-69.46837735,18.15677605
38.86699405,-77.63169155
-11.559789,-36.93588181
-28.83051053,19.06908622
64.75792567,12.61440913
-32.5667937,11.98509941
50.83910815,-25.89004458
-30.14691097,-6.696835852
25.58271481,-44.91308691
-41.92458189,-67.01395112
-49.54598609,-72.28996324
41.76411926,-16.46300889
-15.30192896,12.12424692
86.02602972,-36.22969609
-10.81412511,-79.59438876
-28.68836572,-33.82832901
-20.78615527,19.28300465
21.40440838,18.47270274
49.36624116,-76.27187309
57.91454192,-0.706427091
8.607896309,17.46439154
59.049511,-73.08052039
-30.74554234,-89.78841965
-8.35481728,-83.71796726
4.727523384,31.60456448
-21.96375692,6.906939291
34.4879779,64.45567603
57.68051874,21.4684852
-38.69009594,1.818564941
60.33158368,7.381673657
17.2757913,-48.39161709
6.438049393,25.98436302
-28.44486175,-10.98969616
50.73363148,-82.38218409
46.25585412,35.61645594
-21.29045744,12.89865928
19.79029304,15.59534984
14.81455017,-45.77772565
98.63730568,-33.7604359
-0.291277227,16.89472018
-85.13954717,-0.093674986
16.68278617,-2.047406359
-6.56628838,67.96644499
-21.30512939,56.80032962
-20.18104699,5.124718237
-17.59838705,14.38062826
14.32000337,66.47466144
-2.841023751,70.20878299
-37.49658809,-4.42481306
-6.174052015,-51.04143516
-73.14888293,31.92801824
46.67567817,49.15688664
-33.54229887,-13.24015628
2.218677975,18.86341081
5.188701177,-36.42640627
0.762844608,6.451783399
36.55045017,-33.50077302
99.55005987,-34.99183382
70.98479423,-56.93206126
78.70557342,-39.81453266
-80.2620195,-8.418385796
-10.73929417,18.12011526
-15.71778616,-38.99206597
-1.182701831,20.1193352
-23.14767945,-29.01382271
6.500718691,-81.72394457
15.23532128,-33.78899719
-81.99151935,-20.08796817
-75.01522919,-44.2397835
11.7200195,13.17254014
13.98146964,15.4941657
52.22689277,7.355885574
-25.47981301,19.03960261
-40.63623105,-10.06122858
-36.23260257,3.795748228
-57.25596088,-55.85482625
-34.32955398,-13.27702666
10.59129793,-35.86245145
55.20601472,-3.873066239
-60.70698057,28.86487283
30.07858728,-93.68590449
26.51810091,-29.60288892
-11.67378928,-37.41715476
8.789027491,-52.79007498
28.8101603,-32.36438164
60.39549879,23.17608838
26.06548614,-42.5812424
-37.93518045,-7.226248796
-73.72372183,-30.67399331
85.22940162,-39.35031765
-46.38751549,53.63885162
-85.52039474,-0.214345917
40.01854657,61.42504541
-69.21308576,-18.18691078
-12.55909683,13.49236428
-78.36340604,-19.12555951
88.57283838,-17.53812855
4.414685514,9.186621112
-71.81067413,25.93651434
3.524837006,13.13149882
46.65331758,57.05753638
-25.82560033,-34.7445037
-27.00630094,20.88652166
-24.37138708,-36.56976447
-83.73620944,-26.12768009
21.5459939,5.420459276
1.742390499,64.89115859
47.91147472,-68.95978407
3.087463781,-38.97214105
-12.69279333,25.59347544
25.75804328,-31.18129487
35.68273756,37.21025323
-61.52459212,40.04019025
4.204030152,13.20686559
37.78523452,32.11573557
-69.07273429,-16.23735532
42.10416123,41.89512667
28.9593464,49.82593031
-63.87681112,-33.45982516
-17.41429903,73.2036242
-2.970574752,26.11623559
56.21718604,-77.2190843
-74.07439517,-16.36572288
-4.789294289,29.89073339
-10.25728964,12.7944857
-54.11489281,-72.43287475
-21.39440934,12.70794135
30.91216687,52.81747539
80.0198616,-71.00735713
45.04755987,-79.15170575
-64.69468009,35.44499404
-25.00142399,-9.032606804
7.659270838,3.996218884
0.240921221,16.22738497
-0.136384529,32.14267334
-9.19997597,67.58192537
-80.36263707,-28.93194683
61.51745762,15.33235094
0.879519954,27.24487643
6.519662371,-44.30759606
-4.676863891,60.54545017
-73.999567,23.22141898
-6.597974016,26.40024693
24.82003414,-88.15182385
84.31536426,-43.93493444
-52.74229594,-62.08804871
-36.62049904,-79.36336651
33.65189277,-33.24089503
50.0964121,29.54164481
0.987707235,13.23542541
-69.33549219,22.38275002
-77.32298616,-51.54971556
-57.72458614,-56.67575687
-36.3887481,-12.67926605
-22.82988153,-23.04819817
-62.29734849,33.9191119
38.65356271,-46.8223266
81.88882713,-56.14613136
29.81546247,-31.36578543
-62.683481,-45.39366837
-24.35378505,-19.6106439
6.956918467,0.257621039
1.74067811,-8.451566303
34.19423999,-25.03335107
-78.47010479,-16.56787891
-26.12975109,-76.13126048
-6.776874546,29.22788392
-82.75255225,-5.881642466
106.1907931,-10.82332906
-31.23827484,52.0842516
61.89075806,-77.68846715
4.349867479,11.98621246
-71.72684703,-41.59941076
-85.11178542,3.959549561
-35.68312954,6.957523213
45.80509159,-0.569920544
102.9093731,-7.438815497
40.07161208,40.01528934
17.21551658,57.29215262
-24.35753744,-77.41890731
12.0766604,28.30691237
45.43177259,3.799360281
-59.42559234,-39.33961802
38.55875061,-37.61577021
-24.91784711,-43.23788292
59.99411224,34.12577532
-41.83191811,-88.14280589
-4.939239509,-33.63260464
20.80163104,-5.976733138
47.50112085,-32.41598513
103.8942819,-32.77286885
-6.368208399,59.89931342
-33.25054581,3.703234663
36.10735423,42.08876621
-20.96777145,-30.09997296
-7.4119067,-86.23959422
45.51980984,-11.90419155
4.273751321,24.22578907
-9.138034233,25.62216247
-19.90180077,13.37175694
-21.42738159,20.16879544
-72.29361793,20.66540921
-20.93388327,-86.03749101
-6.820391929,27.09679085
13.58166518,7.647020132
-16.62720113,20.48064292
7.0981377,19.51428668
17.88915407,-39.41706519
-26.6724721,-73.7114022
54.27862345,-71.20073638
-85.84693128,-7.784230286
51.994323,33.3483505
53.38620419,0.165534285
33.41593593,56.1530013
92.68516967,-38.75487231
31.45425575,-92.89106095
37.54735293,49.61650963
38.32410119,-18.62183093
-20.18006178,29.40231412
49.59149342,-5.809421331
-34.14432626,55.14288908
99.58662997,6.119112363
30.46260175,59.14518174
10.08960274,1.241668933
17.98622097,-34.66477637
3.539841101,60.62532631
-17.33646692,14.26468439
8.239710045,19.42260088
9.754388976,9.981334252
-19.6505749,-81.27062807
69.32442422,-63.61053796
-33.66597826,17.49925971
-20.29487493,69.47183428
15.24481448,-2.257651523
9.137177828,-44.22060871
34.37804786,-85.3236183
21.86251008,-49.40737227
40.44069035,-17.73501996
37.99105545,38.27261121
-10.90517732,-78.65270172
6.725257685,-5.406842487
-38.75320935,-19.98317526
53.90882648,-79.57376624
-10.84581055,-47.10978198
37.58910035,46.08493959
28.60030124,-36.21143743
23.66426529,-79.09657669
-18.1514798,-87.72112319
-34.85016371,6.200950794
-35.19158723,-25.80402848
13.71547136,66.89002949
-68.58921348,43.10712991
-13.80365601,-82.05554316
23.98423016,52.10116837
-37.56558301,-84.68573937
-21.0943507,12.84250939
26.31059025,58.58154143
46.79078891,26.22363089
-64.00192501,36.63141313
27.91233741,-37.71424885
-33.1891301,-2.814990013
-15.23054548,-41.39099096
-35.04079984,59.5214309
-25.73926276,-33.86880685
-58.22667995,-42.10988098
95.4413993,-19.88320417
61.08014288,-65.09441295
50.68765197,24.98798604
-49.31638202,50.55809473
89.82527848,-54.88182556
5.304068755,3.388171444
-14.11596211,62.20801854
-76.4805989,27.65960734
51.31797479,29.0047729
52.06125732,-7.031603401
-32.8106149,24.08828071
-59.8160758,-48.07053221
3.439461568,-41.80197637
-27.39700577,-37.6215117
-61.3196758,-58.39944304
-86.65949176,-5.196082074
-31.00668126,63.94049933
43.46128551,-85.21164432
-13.92433425,-34.38382564
-6.061762593,-50.15407955
12.01394079,19.22478906
4.205779008,-92.64540887
19.45274616,-40.59480075
7.083340579,-3.906745034
50.60619141,-7.912623716
-69.68440557,16.14364869
46.65290537,-7.463831371
-57.74781397,-66.14523044
35.25117209,-33.6385812
-27.97618423,-33.30251884
62.93207061,8.936742352
-15.83025301,-43.97600009
21.42178742,66.37790622
-73.99381121,19.84154804
2.749367558,70.84088664
37.19946601,-37.08573091
12.69307013,16.89215308
-27.861884,-1.294065643
-28.80047845,-17.23175674
17.482621,-94.40701511
32.48908415,-77.2457453
-72.51806718,6.497205516
-18.75745862,13.13116503
11.18493364,-51.7205055
-41.7389949,68.35502885
40.96445796,44.57058564
-82.8813389,-15.50832453
41.48868081,31.81036438
-64.09816978,-65.72748061
-39.56887131,-17.77575585
-65.94499929,13.15598122
44.01732776,33.96819918
-29.67902031,8.827459668
-39.93712808,-61.38774264
43.17185743,34.82814583
-42.86094938,-4.38663183
-15.59355545,-43.60201873
-2.715304054,15.30284321
6.96270867,7.505709963
-13.81900184,-43.22026374
20.0651285,4.402800144
-27.64997299,21.74473687
57.16506652,38.62777655
10.62545058,-91.13387964
12.154447,-91.71202034
9.01661236,60.96047102
-48.23203388,63.81822097
24.33194266,-33.12463089
-64.57653701,24.24438067
80.22536005,-63.27436224
102.6812374,-35.77391382
-28.38742017,64.93912284
13.77861239,-2.670056638
-7.076093372,-91.69162464
-0.65541639,13.04190785
59.98271353,-71.29321247
2.135387943,18.19076115
-12.29532215,-24.29763869
53.67695729,-19.91233109
-22.68060479,20.10911321
98.42243617,-27.54369078
-4.001384135,25.32365224
-7.401141694,-98.1055321
5.783989786,-2.000802364
-75.2584043,-16.66695396
-86.93352805,-12.88591599
-69.42292706,41.38750069
24.07243984,-95.08855936
-50.98970715,56.64043291
3.130461059,59.32444914
-22.30125389,-13.44809528
12.57133598,15.80906194
26.09347789,-39.7097086
-86.93419646,-9.473636
-71.33812526,-11.16341611
-0.517730948,71.33239963
-3.172379397,29.08260528
36.34592854,32.71708489
-80.46271617,-29.96310358
22.51212781,-47.15455528
-30.99638781,-14.81173052
15.71824329,60.81183437
-27.7451166,16.33082635
28.52711294,-43.35465136
63.52608776,24.30991156
3.371786706,18.22339811
-79.41286725,2.987575683
-22.160369,26.70850274
71.32083983,-60.96261938
-21.22425568,-4.504082288
-57.96829264,-38.22925078
61.82118566,-61.11666923
5.27124656,1.905687094
-33.67256072,-26.12187814
-7.096658864,-36.19897277
-13.18641481,23.52112288
-54.26792852,-75.8697267
24.82110807,-93.51642232
-37.11596168,58.03500727
-26.63629551,11.17626387
