x1,x2,predicted_crop_code
41.1116311,38.80755876,2
14.16039717,8.166606922,1
7.699790775,12.87170332,1
48.83019309,51.84739462,2
73.23188005,37.75164229,2
28.64571733,40.30006405,2
17.07453179,14.20572059,1
63.37162028,61.10329981,2
8.261841428,12.02116215,1
73.21667805,7.548356192,3
53.76701676,32.19765667,3
44.31880848,28.25837501,3
46.35170573,2.591598202,3
33.65110239,19.90194482,1
75.27014084,56.02040695,2
60.98751134,49.80367755,2
40.77823426,47.42070731,2
37.17747556,46.06551586,2
15.40345425,34.3392956,1
10.43259426,7.455544957,1
3.305802713,33.42542108,1
2.529553335,8.474244629,1
47.73661442,41.45647422,2
2.730107488,39.73350001,1
23.94969607,5.541671543,1
1.831040318,2.330624516,1
23.13893474,52.46738148,2
19.17149801,48.79294265,2
48.27450003,54.88383906,2
61.0425239,59.00504043,2
66.4454026,10.32003708,3
42.13604855,46.35681219,2
80.75300992,49.95206139,2
12.10964086,31.15957959,1
62.44976071,8.193753045,3
61.65706765,63.8043757,2
30.94508629,49.32057845,2
58.83086451,58.42479785,2
52.00228127,61.81057496,2
32.75052887,36.82413737,2
19.91732467,34.5995019,1
45.46532209,24.07759229,3
28.62646943,7.989613191,1
40.92559017,36.72202496,2
16.53138374,40.75697701,1
20.02056509,8.480812247,1
34.38307615,45.57089694,2
39.44488744,8.802531066,3
71.86904299,17.84898293,3
45.55373011,14.44973106,3
9.144790113,19.52405441,1
60.43676959,34.10484892,3
42.24577573,37.17345881,2
56.06038912,22.99136276,3
58.58114409,47.99972931,2
47.43467922,42.87401766,2
14.2428929,23.48117054,1
13.18970439,17.22125318,1
52.60941773,48.71245647,2
14.26477421,8.014509913,1
51.34349108,55.91855862,2
3.898453153,12.86011111,1
20.63040873,13.7502738,1
55.6123392,57.18888034,2
36.17771062,45.10352539,2
75.16072069,45.57471307,2
49.53746868,41.47620596,2
26.35406756,39.92496325,1
54.43930668,16.37438942,3
81.5775744,58.55243948,2
61.48873053,53.81803217,2
49.9009294,57.4048083,2
11.22651499,9.856961855,1
32.28190027,6.52805253,1
10.48877219,-6.291312562,1
58.85859686,53.59783015,2
69.09539402,9.304684048,3
50.7257708,36.68294673,2
36.56559587,26.01188187,3
70.64880893,51.61802344,2
19.15553284,35.81848429,1
69.17518111,14.36459859,3
75.59522439,66.79425191,2
63.48982206,56.69111951,2
31.50597786,22.92565348,1
5.680390918,2.494430724,1
49.0733221,22.91674789,3
75.64637263,37.13354733,2
1.359780309,20.54385975,1
26.45988303,26.02169258,1
49.54253997,22.84377078,3
15.31372559,20.90671611,1
61.93212846,37.5976266,2
69.07489855,2.865897296,3
25.48684464,21.94451676,1
38.43607597,57.12694242,2
7.92109125,37.05319786,1
42.16486653,44.34777278,2
35.29779419,47.72012218,2
18.62891562,20.55652368,1
47.83803029,10.86022529,3
18.48116102,11.97277673,1
29.23928769,19.59966919,1
29.22733928,51.05999892,2
4.778202944,12.61684327,1
4.068861233,36.96292103,1
12.61219757,,-1
61.08431037,15.3341412,3
17.7086959,19.58921962,1
22.35801897,15.4998118,1
19.10181902,49.34322187,2
58.58117972,52.29160253,2
4.232925176,28.70539841,1
6.752530936,4.021821009,1
74.54181503,57.17437746,2
6.407090685,26.20368447,1
14.60919124,30.42521711,1
51.9348079,58.95519801,2
44.10145249,45.83902555,2
77.19637389,43.21075367,2
46.89571942,48.48254277,2
55.57900634,8.456642665,3
33.05696311,19.01218897,1
30.53045778,9.030449586,1
28.30333458,19.56257,1
49.89799517,60.8351416,2
4.702262721,8.126491814,1
50.38514219,48.53342863,2
26.85252121,57.26887391,2
23.28937003,16.56054849,1
13.7070463,16.32030888,1
15.57823792,35.78742291,1
21.5343016,36.94136312,1
44.39787532,12.36042038,3
12.38139522,12.38944787,1
53.23056544,53.42072109,2
57.75878304,12.49793089,3
16.10377558,12.01385176,1
78.18494279,41.08810182,2
25.73521059,5.654686632,1
86.5409966,63.2738032,2
53.42787612,37.18447603,2
50.28505025,56.89987022,2
40.87779994,50.19039316,2
62.13048546,15.32461934,3
75.28757868,14.9618874,3
41.86425128,36.99752908,2
19.26591403,15.58064364,1
26.14097204,24.49584632,1
61.95065202,6.66832432,3
0.390946965,44.84711152,1
4.612967177,25.68461031,1
66.89359817,19.71788766,3
46.61339681,41.24909183,2
7.764653529,29.86341535,1
40.10862563,20.31798865,3
63.80309125,58.52035967,2
10.73289946,37.79323412,1
22.50696856,48.95789658,2
16.20152405,36.17169106,1
47.40668722,42.76377466,2
22.57352924,22.87185805,1
0.116838582,24.3176782,1
16.46276195,24.73126185,1
59.16900244,14.06332256,3
25.35993058,12.74630347,1
81.14981587,65.195523,2
67.6926066,21.04634493,3
55.53386603,61.73605079,2
29.22527323,47.58024276,2
29.11525841,41.9021752,2
12.56710671,35.16484162,1
3.46567406,4.050596833,1
15.40494042,13.51553588,1
76.79607188,22.32839745,3
45.79578435,47.81158449,2
9.177498507,-2.122477509,1
77.85256031,23.43289885,3
26.64340715,23.89585588,1
67.89521558,57.05950681,2
9.574349344,9.215836916,1
23.65291157,21.06102873,1
62.98586248,9.246823706,3
56.48606567,17.34961757,3
1.247322398,222.2559977,2
71.82150717,52.06413229,2
34.63171111,5.663564686,3
69.82920848,67.90723476,2
31.66928801,38.95254532,2
52.53074067,47.27432648,2
49.37332375,53.57063001,2
5.889843295,38.06679542,1
55.92907951,33.73915562,2
68.8564497,29.39915792,3
70.53696753,19.06826886,3
5.203957758,20.68180069,1
14.16007943,14.68454165,1
62.70668263,24.02535008,3
22.63842264,55.28584366,2
62.66469393,55.32934414,2
58.20065128,53.98162631,2
65.11603631,62.17878545,2
55.60963863,48.34720159,2
14.5827599,20.92090355,1
22.19169527,2.7875666,1
0.424627857,6.824845424,1
34.84172568,0.942877017,3
15.68640643,13.28701259,1
20.03833596,3.585121618,1
57.58388367,2.036456754,3
32.7617453,57.46863799,2
0.487841437,5.446153683,1
58.37875426,16.6907372,3
11.92268781,11.86748211,1
61.25196806,59.38081951,2
8.729430543,3.223915807,1
16.31856785,9.764538182,1
71.63114975,23.90321471,3
55.77474669,54.48331448,2
54.93516453,55.73893007,2
49.26512404,60.72404427,2
15.23253428,30.18301481,1
14.53904884,2.162997366,1
16.71651497,8.092920907,1
15.06184978,33.26684884,1
54.82082929,55.17607168,2
19.69546313,21.28577964,1
11.82113875,-4.060218954,1
61.95239862,4.787160996,3
24.81124211,0.228949214,1
56.3148539,60.48055229,2
3.641534455,41.62108421,1
19.43685906,52.77585345,2
5.295018272,46.5125523,1
68.23019666,54.5787499,2
58.59166184,53.85683847,2
23.62905375,21.29923085,1
48.4787761,37.94418844,2
1.343778777,45.86826845,1
2.406348728,40.96950731,1
19.03323076,33.98930669,1
50.30273612,48.88706245,2
13.95999542,6.327259814,1
24.27835262,11.84431313,1
48.42345,47.30206911,2
59.91788563,15.20379383,3
15.02891434,32.1727692,1
2.22279869,10.30828981,1
42.54868607,55.21112774,2
15.32036246,14.07529972,1
65.10607762,39.61787907,2
48.16297214,37.23681257,2
10.77480338,20.68218599,1
42.36610669,7.448590059,3
30.90029472,38.20787283,2
14.03487442,37.78517944,1
59.68803313,53.04257963,2
54.67072459,21.92945222,3
17.00613754,10.35911187,1
64.11720975,23.76321515,3
43.15068765,14.95465366,3
19.07561188,-2.6572778,1
43.63497904,43.34330084,2
52.06964761,7.405314573,3
38.34608939,48.18398842,2
44.89630925,56.40701926,2
69.68667547,45.28348728,2
67.95584876,7.148587632,3
23.97820882,30.60213697,1
30.82515531,23.41978411,1
54.48270158,42.8773801,2
30.43787359,51.3696694,2
36.65105985,23.46207604,3
1.404254993,48.78228847,1
21.97251873,44.48946479,2
26.47121888,48.2908718,2
18.00472231,10.15521834,1
74.31372384,47.19659968,2
25.52966137,40.36626177,1
5.379234759,37.57117659,1
18.60679225,38.59911872,1
67.80604099,64.09052769,2
29.92065174,56.37924318,2
53.447425,50.13433128,2
37.431973,8.662500416,3
0.348561407,5.638238277,1
18.31599873,3.593897181,1
21.11265458,-1.586098719,1
50.01992089,24.69624687,3
14.62970499,34.58722666,1
34.83359578,21.55385903,1
66.68437163,60.92409603,2
12.15126256,18.27030007,1
5.005726101,36.44745611,1
25.59451809,-0.893822632,1
58.63276368,35.89658732,2
65.24948534,10.84554075,3
10.84744453,33.60457422,1
56.80543895,22.9137659,3
26.92078373,5.764379985,1
14.04310486,10.56457567,1
9.286950165,30.13602964,1
40.01623197,40.01400079,2
43.21110296,42.56170394,2
7.454801038,26.90452453,1
61.62386372,21.54836935,3
1.582640805,42.64028879,1
57.73255946,24.01438804,3
48.90875596,26.11091191,3
69.42744993,47.31877544,2
56.9522228,60.26873658,2
53.66433916,26.58776965,3
18.78949596,35.92617118,1
48.13795348,58.4932835,2
68.55514108,34.35004742,3
54.15763032,57.15663704,2
29.11245386,16.09537568,1
46.05818848,25.9848795,3
71.91314222,50.42109308,2
76.30066022,60.519353,2
0.37280614,11.85624273,1
16.59734513,37.63751378,1
57.7920714,47.12768745,2
9.992822783,-1.326915492,1
45.11265851,19.42770735,3
78.05449399,27.55415133,3
29.92569915,19.87122098,1
23.04674968,49.18378593,2
1.759872343,11.87327109,1
45.55790256,1.932552077,3
24.66351607,41.36070725,1
17.9126915,12.93999589,1
71.75598501,9.81561661,3
18.7691442,32.55136893,1
35.19368938,28.81058059,1
11.62460149,-7.440118708,1
22.52021094,20.44488035,1
21.80348714,56.39605985,2
60.65170527,51.02696816,2
50.57912537,56.42945323,2
30.47457571,23.48808004,1
68.03173366,6.68599394,3
9.630148546,46.93674288,1
43.18605055,50.26212678,2
8.149394392,8.497580753,1
53.87753138,28.12843039,3
37.71806947,11.89763619,3
21.00020982,13.87540752,1
50.60199141,5.817352975,3
69.51951126,2.329252457,3
28.38023764,55.18893312,2
16.8433503,-0.535980606,1
17.69749261,0.302178081,1
73.5937504,13.12529053,3
62.94125094,22.14343502,3
44.02895121,47.14025983,2
48.38688307,44.72684917,2
31.56426908,50.17265,2
34.62470161,40.92169935,2
43.69166961,53.51511885,2
21.47927758,-4.146231834,1
81.00755909,46.65229463,2
25.49206683,51.07484921,2
50.93478332,48.03556051,2
17.54505482,23.94460894,1
46.49512281,56.15269785,2
20.8229756,11.36741432,1
35.18731772,27.63118357,1
29.89134037,7.646370317,1
51.10065627,47.04178441,2
26.34526266,20.1739044,1
5.258602349,29.55551264,1
67.27060803,5.973664884,3
49.95689088,35.28215745,2
47.55066957,49.33495519,2
63.67176391,7.319211334,3
72.44971266,69.10703238,2
44.00127976,5.08774336,3
18.39817759,18.17013977,1
63.56484352,12.28350453,3
54.34121775,54.87876307,2
45.18807688,49.433557,2
12.09956827,11.06386925,1
70.0341034,42.35536196,2
47.3293991,44.08888055,2
58.24165059,10.2788455,3
45.87831601,42.7733044,2
7.465804623,5.99521788,1
24.21422793,55.73366383,2
19.10149045,28.04008772,1
29.82428626,6.931090556,1
29.24550066,46.99513637,2
74.03741884,27.60225194,3
44.07051596,53.11197882,2
74.1675633,13.81775294,3
54.12006826,53.67433567,2
0.475313402,47.19186202,1
39.93979837,43.94376985,2
59.55938382,54.46534023,2
35.53395471,7.248298458,3
44.62012031,43.94059654,2
16.84295523,11.27236844,1
34.04965815,50.81877796,2
39.94316653,37.32875871,2
47.82590518,34.64772377,2
32.41546572,42.2235188,2
80.97372377,42.87911497,2
56.55460551,42.95644816,2
62.38400047,28.41927984,3
72.15351876,32.87910593,3
52.62825515,47.90905149,2
51.29539758,52.18079231,2
14.59544659,21.57417591,1
52.95282267,18.05867203,3
46.82135893,42.64944073,2
73.50616516,49.47235751,2
59.91818635,54.71326559,2
6.469387161,-5.688134677,1
9.546206395,5.552319188,1
26.05993981,9.394066763,1
70.8425645,2.86996468,3
46.51137977,42.25508926,2
38.06309708,49.73784426,2
16.95637093,15.79963519,1
3.016318178,31.61900625,1
15.68420044,5.038109443,1
9.578834331,11.1779915,1
36.55369409,9.350443608,3
46.38438635,38.93201,2
67.24902618,65.84096233,2
52.24153952,24.02794057,3
63.66041384,11.90244105,3
54.83120546,54.00894729,2
45.59622541,56.73891547,2
40.3879039,41.68739426,2
7.924380451,35.96839325,1
49.17630506,46.62094134,2
76.02740438,29.68443633,3
18.26370233,54.97218587,2
83.3487455,66.91565603,2
79.60482868,68.66848413,2
38.42888896,49.90566593,2
33.95612513,53.64974056,2
54.97942579,56.41632495,2
2.107232511,39.2727978,1
45.12657105,36.82609121,2
30.77811822,5.952679005,1
54.7289835,57.61776998,2
36.19427792,44.96481063,2
76.46278098,59.36424465,2
15.16048137,21.24705049,1
27.45862802,4.602529781,1
1.874025971,19.34417245,1
77.71986504,56.59758163,2
4.505006114,16.76628973,1
59.38994466,47.19938021,2
74.19564362,12.49361425,3
16.26573314,15.18909815,1
34.69587109,45.731479,2
22.91014179,52.34528139,2
0.204301461,32.73497674,1
71.75248399,58.15386462,2
55.26476539,49.11106978,2
22.56262629,18.82863026,1
63.39063025,61.78927372,2
39.37525017,26.14050493,3
76.93072396,40.35448324,2
34.35206966,1.892207665,3
33.57943193,38.95941811,2
34.92454121,41.99283104,2
4.216175564,44.6538434,1
41.56563185,45.97847081,2
41.10287863,5.880405795,3
8.195730816,47.95477874,1
62.59336064,55.38487017,2
61.66814284,63.61657414,2
37.97282839,40.54804968,2
75.22689933,44.6653549,2
48.41549012,46.85565903,2
31.21829082,56.11736443,2
53.55856699,26.97968011,3
15.40039405,8.820302479,1
5.523035798,46.48943148,1
16.9375403,11.29523908,1
29.0254452,45.39439254,2
12.83310484,46.40715705,1
63.49729024,61.3983719,2
70.6966726,28.48143864,3
32.53315906,48.24273283,2
44.46490136,38.33810555,2
38.70807628,55.57803514,2
60.72925281,40.76894246,2
30.75404273,12.93357388,1
18.04737282,-4.463917577,1
33.58229811,37.03256319,2
2.1082584,10.60361122,1
82.00749802,44.04711393,2
48.11303205,61.21349602,2
60.89562013,13.99946367,3
6.933091261,14.05595327,1
32.52133276,40.04023293,2
18.68018732,4.293411121,1
69.02347934,17.67919689,3
54.14761762,43.47722478,2
14.14560997,22.07866845,1
7.041224005,7.181531602,1
40.3365721,2.144255925,3
70.55427119,2.811390881,3
9.655224335,36.92335767,1
36.23574803,51.99987458,2
72.037581,69.04388075,2
70.34027061,23.21860597,3
4.527885438,6.120469087,1
28.34237475,43.27658717,2
42.67254587,3.469581114,3
39.11130844,28.69156458,3
6.746894244,2.374193073,1
7.676823375,43.40016584,1
54.25643354,60.76585143,2
53.15655052,28.11951216,3
9.903670456,24.51407184,1
63.44116951,62.70671851,2
15.16242305,22.47162137,1
73.03202425,16.08228501,3
44.63618932,60.64311951,2
24.64982949,4.809424628,1
21.78628525,53.11517528,2
41.97895887,47.58937954,2
12.9769182,33.45311944,1
32.95030724,40.84049861,2
18.15564911,34.71185561,1
11.70336963,33.35138242,1
1.25178198,24.58308915,1
60.35472449,51.55460138,2
25.55211306,-3.414691864,1
42.33075203,50.45393008,2
63.32758525,31.69216132,3
35.65976661,57.32414248,2
72.59325085,49.90814815,2
67.93822065,32.48463809,3
34.12044988,55.58154758,2
10.74795577,16.32528552,1
27.02591823,40.39189835,2
58.51515353,44.6988334,2
1.467558011,38.14416374,1
10.16012035,12.78278074,1
45.26293732,26.32688529,3
12.03668044,6.8642022,1
18.98575972,40.88219304,1
19.70358111,14.05032128,1
20.95294357,26.85340612,1
11.66925788,24.51530648,1
53.01275556,23.72198174,3
9.20414686,2.2802145,1
74.91472648,26.61583627,3
28.14180221,53.3022519,2
7.522998979,48.03002469,1
22.19315785,14.55920903,1
30.65976437,2.231706641,1
19.95328481,24.68692855,1
5.523170412,3.252337063,1
51.36509591,7.216985958,3
26.63841465,52.48733272,2
42.38820911,20.45282023,3
70.31669481,19.34283957,3
48.66973936,16.70512743,3
58.37400225,51.63618979,2
50.87389557,45.42796298,2
18.97400735,38.11005508,1
57.11794866,48.82039399,2
69.59059359,8.655101635,3
31.16749814,46.27663641,2
18.90250661,34.49949089,1
43.33032939,16.61446978,3
49.41768929,18.70301789,3
32.62068738,19.08381911,1
60.67577393,4.544137529,3
55.17429766,16.31774526,3
7.484784092,22.13003706,1
50.59800145,6.584879373,3
42.9147886,56.98214108,2
73.60991246,36.21177746,2
3.386021417,37.15755882,1
76.46521969,37.94078939,2
27.79078113,27.38909493,1
41.77002074,56.34461964,2
38.42454877,35.79534944,2
1.750900501,47.75225965,1
50.47686264,3.733248964,3
47.46647926,38.65078749,2
18.28985125,9.494561587,1
33.1978737,38.36276609,2
6.318145787,25.70287482,1
25.76634039,51.30691184,2
40.28620769,20.08328503,3
30.17734167,1.853522529,1
71.19995353,28.31910296,3
38.91425595,40.40125431,2
60.04333267,56.74066833,2
48.45942475,46.05856522,2
7.124203912,36.40459035,1
54.78490231,3.764796776,3
55.13507792,5.989742909,3
29.0114921,25.02671909,1
54.34915643,49.44672266,2
59.56643748,40.06804722,2
42.51645327,41.21410872,2
38.24575771,43.47416987,2
16.1819649,7.166343944,1
44.99985938,44.53466869,2
9.340899726,29.33775945,1
35.43509102,51.73013747,2
48.22151005,22.90629142,3
67.74875419,35.72198976,2
19.37032588,47.54345896,2
23.21594175,55.03849244,2
29.38056238,19.30969769,1
25.95362512,21.98472629,1
21.60517067,50.66658839,2
23.63707847,8.800235651,1
48.39876689,46.13183337,2
41.02507131,50.24937473,2
40.34345339,14.79161289,3
0.459663831,19.61153014,1
6.419517946,4.716970595,1
49.2130694,40.92161719,2
19.46796924,9.5474467,1
4.611441925,28.46460489,1
14.48869625,19.99943386,1
44.44939393,52.22361113,2
7.88338618,44.45481101,1
4.07223748,13.25102797,1
4.595548476,44.67139907,1
19.25605538,-3.970380512,1
67.21107191,12.79943052,3
64.08152431,61.88770638,2
4.329531779,6.520684059,1
58.35334259,2.117774852,3
19.91340175,20.33708492,1
15.60896771,17.18900339,1
16.44274214,38.44270781,1
38.62703736,44.72305817,2
50.23072401,37.45935618,2
