x1,x2
4.739955193,4.913459204
60.90261248,48.26507849
67.65322512,8.552522578
0.692299865,43.71587565
11.25099554,42.49902012
40.68429615,57.72920737
69.91849397,5.251243072
58.3150405,48.58237901
7.916408691,9.471688635
38.17842604,51.87108716
47.41450253,40.21411124
1.255485353,2.022371053
80.42869002,56.42741129
71.74059362,54.59549984
65.86046917,50.51960838
59.34624185,50.98041433
69.39028211,62.0316291
48.17729436,58.7674615
72.03764387,63.61953328
41.61338945,19.77684948
50.60761053,13.92534975
59.31885745,8.901569465
83.4935749,61.09924146
54.57385087,5.745009356
19.414102,19.89903457
59.02392754,62.37728992
50.94663234,17.93044202
6.326296823,15.88838317
1.823868317,11.2918808
39.80293083,11.07319824
63.8745216,62.20434939
18.44017142,-1.223687881
0.032876732,35.57459978
70.85178231,46.37002525
44.59611568,23.15324261
1.948143648,23.40120994
61.87625075,50.36126984
14.26697071,-0.120242233
3.413668593,24.32462635
0.359703358,28.53089774
48.11957996,49.98021006
22.78577488,54.55632872
25.63368382,3.946574473
39.03310824,51.46914836
44.93006504,19.60521579
52.98770828,50.9800143
8.033484529,34.69258206
7.525649546,28.165431
57.31977638,17.22884563
17.91370206,36.76895791
23.26561895,33.74746157
10.78182004,34.21957477
18.99070884,2.214390916
26.18004933,48.46969534
18.05970783,13.1134433
27.57288701,18.84418183
56.33989579,58.41301963
72.021505,67.54470192
9.955045044,2.800073516
28.06035357,47.70410197
53.39204335,18.452319
34.5891928,1.230544007
4.539564762,35.82412763
1.4691512,15.21322567
33.2984464,15.63874307
41.21500256,13.22480413
38.91051303,39.97571771
39.22219481,40.39850892
9.579222578,14.35684062
57.4123713,42.12180528
45.52856306,53.87567988
7.76399398,-5.398796465
24.19396145,0.004058374
3.446848938,13.53781259
53.30860897,14.65816456
20.40458432,50.93944497
34.81608596,36.68441546
25.43413888,58.01866739
1.627802659,6.561092839
49.0427847,59.59111025
11.35772551,39.02093595
59.08787094,62.3808178
20.74508118,19.85850216
35.03989399,37.99230247
38.48907953,55.58869127
10.31113797,35.82280453
11.53159734,9.318230976
27.88462838,27.2080683
15.68534786,3.491455539
74.74075073,26.49266094
49.17574734,44.74072582
2.475539576,6.954356437
55.12334696,41.56373192
63.6492352,14.01617375
29.36289064,49.54091073
40.90051693,4.341734104
48.79619713,50.67511595
39.35728162,53.01190703
47.42559993,59.8172478
59.47992656,47.06226765
49.77307532,25.00458448
82.66949232,61.13936401
7.43540475,38.87573241
83.22961199,67.29793548
8.355217267,16.32218915
40.54578381,50.05201892
32.89899383,4.016888105
36.30302613,10.29319739
45.29361573,18.60451221
35.25606569,14.7970407
17.34478014,12.96076023
59.40122894,48.44699828
53.71896486,16.70719066
52.96313356,53.33259458
48.28931034,60.55610523
4.854109256,7.624319882
5.451056695,6.698138952
49.44976513,59.16662093
22.06916805,22.69313923
26.81355659,41.31885462
53.6269209,47.77344532
28.52863055,47.1654206
11.61404881,9.181618648
63.80962357,43.20979589
45.02650577,59.67707209
30.93250088,22.9942959
59.27533887,29.53426572
62.78235586,22.37578971
22.10156818,12.54265519
60.74716158,13.05566228
58.20796331,12.36080567
37.21110775,3.634725612
0.689884571,45.14267734
48.59643022,43.22719021
5.734235179,44.03394845
48.00199604,51.33922512
26.2030545,51.0639024
1.735238887,8.382612481
30.14022902,46.5502025
1.875370183,7.209595777
72.12677687,1.487254698
31.11857016,0.268521311
11.95347086,38.78064657
9.963242226,46.39774846
62.84506679,35.01761437
42.05907666,1.116857332
33.83441608,46.63074281
59.36414408,58.42960669
24.60834049,10.20035592
52.11532341,43.11583549
22.52340193,17.44332215
1.207641642,16.12375935
46.59468999,40.2408048
60.14513222,52.73585468
69.41527563,56.0318054
60.93178725,13.07338676
1.347856867,15.30368988
61.83251521,50.00633612
8.962439124,26.60958879
27.73473943,23.65274003
19.0899218,36.3397274
58.31587819,52.01297145
14.58496747,30.47010947
49.12442295,60.93717498
61.96080991,5.375768591
34.16813253,41.22381835
54.23502813,51.14081782
68.35929431,5.581196137
15.01718619,31.94203945
51.49200524,52.19555962
8.523429434,48.36113834
55.85971487,45.48441326
31.89944698,7.932103114
25.11886519,55.69649415
37.31395055,44.22959241
28.38055833,56.90950681
8.974407566,45.99452618
8.266319472,28.67945354
9.777440096,19.38608185
44.65597184,55.94290052
58.98306939,9.905402267
36.64498908,20.89739174
15.22453342,33.18385984
23.61549848,20.26951767
31.97406007,53.97181188
60.31474328,12.95990496
62.3884221,64.5136734
58.03492121,46.45205652
26.37672077,41.38431364
66.09691093,18.39019922
63.90178792,55.35427732
20.46672243,48.68658545
12.58049991,41.57861862
9.342230584,7.19144909
45.40697421,53.71426877
57.56879841,60.20783878
33.28291222,41.84279208
18.57628972,37.45061548
16.90809007,22.07087124
36.91270132,39.8186963
12.855769,24.22108079
4.35177576,29.23246495
56.23826285,53.90382863
6.674074651,1.577816547
29.12120499,57.89767035
6.126379564,0.87275023
57.1899645,37.46787678
53.98443272,20.50160019
58.68430745,51.06106382
35.01799298,45.24329944
15.82443665,18.65698705
49.31014416,46.23178707
31.09245263,53.76264483
14.46996277,-7.45755322
31.41771153,56.86954203
15.45273322,5.817039867
59.91276423,36.16320354
41.54472404,37.90003999
52.16682674,36.56169665
40.83796087,36.6680041
41.20706428,42.91061688
2.151853654,49.81296845
33.56914946,57.90014871
26.05458964,56.90691205
45.04117942,56.39461387
66.5291693,38.77666458
32.17352528,36.43750571
41.1116311,38.80755876
14.16039717,8.166606922
7.699790775,12.87170332
48.83019309,51.84739462
73.23188005,37.75164229
28.64571733,40.30006405
17.07453179,14.20572059
63.37162028,61.10329981
8.261841428,12.02116215
73.21667805,7.548356192
53.76701676,32.19765667
44.31880848,28.25837501
46.35170573,2.591598202
33.65110239,19.90194482
75.27014084,56.02040695
60.98751134,49.80367755
40.77823426,47.42070731
37.17747556,46.06551586
15.40345425,34.3392956
10.43259426,7.455544957
3.305802713,33.42542108
2.529553335,8.474244629
47.73661442,41.45647422
2.730107488,39.73350001
23.94969607,5.541671543
1.831040318,2.330624516
23.13893474,52.46738148
19.17149801,48.79294265
48.27450003,54.88383906
61.0425239,59.00504043
66.4454026,10.32003708
42.13604855,46.35681219
80.75300992,49.95206139
12.10964086,31.15957959
62.44976071,8.193753045
61.65706765,63.8043757
30.94508629,49.32057845
58.83086451,58.42479785
52.00228127,61.81057496
32.75052887,36.82413737
19.91732467,34.5995019
45.46532209,24.07759229
28.62646943,7.989613191
40.92559017,36.72202496
16.53138374,40.75697701
20.02056509,8.480812247
34.38307615,45.57089694
39.44488744,8.802531066
71.86904299,17.84898293
45.55373011,14.44973106
9.144790113,19.52405441
60.43676959,34.10484892
42.24577573,37.17345881
56.06038912,22.99136276
58.58114409,47.99972931
47.43467922,42.87401766
14.2428929,23.48117054
13.18970439,17.22125318
52.60941773,48.71245647
14.26477421,8.014509913
51.34349108,55.91855862
3.898453153,12.86011111
20.63040873,13.7502738
55.6123392,57.18888034
36.17771062,45.10352539
75.16072069,45.57471307
49.53746868,41.47620596
26.35406756,39.92496325
54.43930668,16.37438942
81.5775744,58.55243948
61.48873053,53.81803217
49.9009294,57.4048083
11.22651499,9.856961855
32.28190027,6.52805253
10.48877219,-6.291312562
58.85859686,53.59783015
69.09539402,9.304684048
50.7257708,36.68294673
36.56559587,26.01188187
70.64880893,51.61802344
19.15553284,35.81848429
69.17518111,14.36459859
75.59522439,66.79425191
63.48982206,56.69111951
31.50597786,22.92565348
5.680390918,2.494430724
49.0733221,22.91674789
75.64637263,37.13354733
1.359780309,20.54385975
26.45988303,26.02169258
49.54253997,22.84377078
15.31372559,20.90671611
61.93212846,37.5976266
69.07489855,2.865897296
25.48684464,21.94451676
38.43607597,57.12694242
7.92109125,37.05319786
42.16486653,44.34777278
35.29779419,47.72012218
18.62891562,20.55652368
47.83803029,10.86022529
18.48116102,11.97277673
29.23928769,19.59966919
29.22733928,51.05999892
4.778202944,12.61684327
4.068861233,36.96292103
12.61219757,
61.08431037,15.3341412
17.7086959,19.58921962
22.35801897,15.4998118
19.10181902,49.34322187
58.58117972,52.29160253
4.232925176,28.70539841
6.752530936,4.021821009
74.54181503,57.17437746
6.407090685,26.20368447
14.60919124,30.42521711
51.9348079,58.95519801
44.10145249,45.83902555
77.19637389,43.21075367
46.89571942,48.48254277
55.57900634,8.456642665
33.05696311,19.01218897
30.53045778,9.030449586
28.30333458,19.56257
49.89799517,60.8351416
4.702262721,8.126491814
50.38514219,48.53342863
26.85252121,57.26887391
23.28937003,16.56054849
13.7070463,16.32030888
15.57823792,35.78742291
21.5343016,36.94136312
44.39787532,12.36042038
12.38139522,12.38944787
53.23056544,53.42072109
57.75878304,12.49793089
16.10377558,12.01385176
78.18494279,41.08810182
25.73521059,5.654686632
86.5409966,63.2738032
53.42787612,37.18447603
50.28505025,56.89987022
40.87779994,50.19039316
62.13048546,15.32461934
75.28757868,14.9618874
41.86425128,36.99752908
19.26591403,15.58064364
26.14097204,24.49584632
61.95065202,6.66832432
0.390946965,44.84711152
4.612967177,25.68461031
66.89359817,19.71788766
46.61339681,41.24909183
7.764653529,29.86341535
40.10862563,20.31798865
63.80309125,58.52035967
10.73289946,37.79323412
22.50696856,48.95789658
16.20152405,36.17169106
47.40668722,42.76377466
22.57352924,22.87185805
0.116838582,24.3176782
16.46276195,24.73126185
59.16900244,14.06332256
25.35993058,12.74630347
81.14981587,65.195523
67.6926066,21.04634493
55.53386603,61.73605079
29.22527323,47.58024276
29.11525841,41.9021752
12.56710671,35.16484162
3.46567406,4.050596833
15.40494042,13.51553588
76.79607188,22.32839745
45.79578435,47.81158449
9.177498507,-2.122477509
77.85256031,23.43289885
26.64340715,23.89585588
67.89521558,57.05950681
9.574349344,9.215836916
23.65291157,21.06102873
62.98586248,9.246823706
56.48606567,17.34961757
1.247322398,222.2559977
71.82150717,52.06413229
34.63171111,5.663564686
69.82920848,67.90723476
31.66928801,38.95254532
52.53074067,47.27432648
49.37332375,53.57063001
5.889843295,38.06679542
55.92907951,33.73915562
68.8564497,29.39915792
70.53696753,19.06826886
5.203957758,20.68180069
14.16007943,14.68454165
62.70668263,24.02535008
22.63842264,55.28584366
62.66469393,55.32934414
58.20065128,53.98162631
65.11603631,62.17878545
55.60963863,48.34720159
14.5827599,20.92090355
22.19169527,2.7875666
0.424627857,6.824845424
34.84172568,0.942877017
15.68640643,13.28701259
20.03833596,3.585121618
57.58388367,2.036456754
32.7617453,57.46863799
0.487841437,5.446153683
58.37875426,16.6907372
11.92268781,11.86748211
61.25196806,59.38081951
8.729430543,3.223915807
16.31856785,9.764538182
71.63114975,23.90321471
55.77474669,54.48331448
54.93516453,55.73893007
49.26512404,60.72404427
15.23253428,30.18301481
14.53904884,2.162997366
16.71651497,8.092920907
15.06184978,33.26684884
54.82082929,55.17607168
19.69546313,21.28577964
11.82113875,-4.060218954
61.95239862,4.787160996
24.81124211,0.228949214
56.3148539,60.48055229
3.641534455,41.62108421
19.43685906,52.77585345
5.295018272,46.5125523
68.23019666,54.5787499
58.59166184,53.85683847
23.62905375,21.29923085
48.4787761,37.94418844
1.343778777,45.86826845
2.406348728,40.96950731
19.03323076,33.98930669
50.30273612,48.88706245
13.95999542,6.327259814
24.27835262,11.84431313
48.42345,47.30206911
59.91788563,15.20379383
15.02891434,32.1727692
2.22279869,10.30828981
42.54868607,55.21112774
15.32036246,14.07529972
65.10607762,39.61787907
48.16297214,37.23681257
10.77480338,20.68218599
42.36610669,7.448590059
30.90029472,38.20787283
14.03487442,37.78517944
59.68803313,53.04257963
54.67072459,21.92945222
17.00613754,10.35911187
64.11720975,23.76321515
43.15068765,14.95465366
19.07561188,-2.6572778
43.63497904,43.34330084
52.06964761,7.405314573
38.34608939,48.18398842
44.89630925,56.40701926
69.68667547,45.28348728
67.95584876,7.148587632
23.97820882,30.60213697
30.82515531,23.41978411
54.48270158,42.8773801
30.43787359,51.3696694
36.65105985,23.46207604
1.404254993,48.78228847
21.97251873,44.48946479
26.47121888,48.2908718
18.00472231,10.15521834
74.31372384,47.19659968
25.52966137,40.36626177
5.379234759,37.57117659
18.60679225,38.59911872
67.80604099,64.09052769
29.92065174,56.37924318
53.447425,50.13433128
37.431973,8.662500416
0.348561407,5.638238277
18.31599873,3.593897181
21.11265458,-1.586098719
50.01992089,24.69624687
14.62970499,34.58722666
34.83359578,21.55385903
66.68437163,60.92409603
12.15126256,18.27030007
5.005726101,36.44745611
25.59451809,-0.893822632
58.63276368,35.89658732
65.24948534,10.84554075
10.84744453,33.60457422
56.80543895,22.9137659
26.92078373,5.764379985
14.04310486,10.56457567
9.286950165,30.13602964
40.01623197,40.01400079
43.21110296,42.56170394
7.454801038,26.90452453
61.62386372,21.54836935
1.582640805,42.64028879
57.73255946,24.01438804
48.90875596,26.11091191
69.42744993,47.31877544
56.9522228,60.26873658
53.66433916,26.58776965
18.78949596,35.92617118
48.13795348,58.4932835
68.55514108,34.35004742
54.15763032,57.15663704
29.11245386,16.09537568
46.05818848,25.9848795
71.91314222,50.42109308
76.30066022,60.519353
0.37280614,11.85624273
16.59734513,37.63751378
57.7920714,47.12768745
9.992822783,-1.326915492
45.11265851,19.42770735
78.05449399,27.55415133
29.92569915,19.87122098
23.04674968,49.18378593
1.759872343,11.87327109
45.55790256,1.932552077
24.66351607,41.36070725
17.9126915,12.93999589
71.75598501,9.81561661
18.7691442,32.55136893
35.19368938,28.81058059
11.62460149,-7.440118708
22.52021094,20.44488035
21.80348714,56.39605985
60.65170527,51.02696816
50.57912537,56.42945323
30.47457571,23.48808004
68.03173366,6.68599394
9.630148546,46.93674288
43.18605055,50.26212678
8.149394392,8.497580753
53.87753138,28.12843039
37.71806947,11.89763619
21.00020982,13.87540752
50.60199141,5.817352975
69.51951126,2.329252457
28.38023764,55.18893312
16.8433503,-0.535980606
17.69749261,0.302178081
73.5937504,13.12529053
62.94125094,22.14343502
44.02895121,47.14025983
48.38688307,44.72684917
31.56426908,50.17265
34.62470161,40.92169935
43.69166961,53.51511885
21.47927758,-4.146231834
81.00755909,46.65229463
25.49206683,51.07484921
50.93478332,48.03556051
17.54505482,23.94460894
46.49512281,56.15269785
20.8229756,11.36741432
35.18731772,27.63118357
29.89134037,7.646370317
51.10065627,47.04178441
26.34526266,20.1739044
5.258602349,29.55551264
67.27060803,5.973664884
49.95689088,35.28215745
47.55066957,49.33495519
63.67176391,7.319211334
72.44971266,69.10703238
44.00127976,5.08774336
18.39817759,18.17013977
63.56484352,12.28350453
54.34121775,54.87876307
45.18807688,49.433557
12.09956827,11.06386925
70.0341034,42.35536196
47.3293991,44.08888055
58.24165059,10.2788455
45.87831601,42.7733044
7.465804623,5.99521788
24.21422793,55.73366383
19.10149045,28.04008772
29.82428626,6.931090556
29.24550066,46.99513637
74.03741884,27.60225194
44.07051596,53.11197882
74.1675633,13.81775294
54.12006826,53.67433567
0.475313402,47.19186202
39.93979837,43.94376985
59.55938382,54.46534023
35.53395471,7.248298458
44.62012031,43.94059654
16.84295523,11.27236844
34.04965815,50.81877796
39.94316653,37.32875871
47.82590518,34.64772377
32.41546572,42.2235188
80.97372377,42.87911497
56.55460551,42.95644816
62.38400047,28.41927984
72.15351876,32.87910593
52.62825515,47.90905149
51.29539758,52.18079231
14.59544659,21.57417591
52.95282267,18.05867203
46.82135893,42.64944073
73.50616516,49.47235751
59.91818635,54.71326559
6.469387161,-5.688134677
9.546206395,5.552319188
26.05993981,9.394066763
70.8425645,2.86996468
46.51137977,42.25508926
38.06309708,49.73784426
16.95637093,15.79963519
3.016318178,31.61900625
15.68420044,5.038109443
9.578834331,11.1779915
36.55369409,9.350443608
46.38438635,38.93201
67.24902618,65.84096233
52.24153952,24.02794057
63.66041384,11.90244105
54.83120546,54.00894729
45.59622541,56.73891547
40.3879039,41.68739426
7.924380451,35.96839325
49.17630506,46.62094134
76.02740438,29.68443633
18.26370233,54.97218587
83.3487455,66.91565603
79.60482868,68.66848413
38.42888896,49.90566593
33.95612513,53.64974056
54.97942579,56.41632495
2.107232511,39.2727978
45.12657105,36.82609121
30.77811822,5.952679005
54.7289835,57.61776998
36.19427792,44.96481063
76.46278098,59.36424465
15.16048137,21.24705049
27.45862802,4.602529781
1.874025971,19.34417245
77.71986504,56.59758163
4.505006114,16.76628973
59.38994466,47.19938021
74.19564362,12.49361425
16.26573314,15.18909815
34.69587109,45.731479
22.91014179,52.34528139
0.204301461,32.73497674
71.75248399,58.15386462
55.26476539,49.11106978
22.56262629,18.82863026
63.39063025,61.78927372
39.37525017,26.14050493
76.93072396,40.35448324
34.35206966,1.892207665
33.57943193,38.95941811
34.92454121,41.99283104
4.216175564,44.6538434
41.56563185,45.97847081
41.10287863,5.880405795
8.195730816,47.95477874
62.59336064,55.38487017
61.66814284,63.61657414
37.97282839,40.54804968
75.22689933,44.6653549
48.41549012,46.85565903
31.21829082,56.11736443
53.55856699,26.97968011
15.40039405,8.820302479
5.523035798,46.48943148
16.9375403,11.29523908
29.0254452,45.39439254
12.83310484,46.40715705
63.49729024,61.3983719
70.6966726,28.48143864
32.53315906,48.24273283
44.46490136,38.33810555
38.70807628,55.57803514
60.72925281,40.76894246
30.75404273,12.93357388
18.04737282,-4.463917577
33.58229811,37.03256319
2.1082584,10.60361122
82.00749802,44.04711393
48.11303205,61.21349602
60.89562013,13.99946367
6.933091261,14.05595327
32.52133276,40.04023293
18.68018732,4.293411121
69.02347934,17.67919689
54.14761762,43.47722478
14.14560997,22.07866845
7.041224005,7.181531602
40.3365721,2.144255925
70.55427119,2.811390881
9.655224335,36.92335767
36.23574803,51.99987458
72.037581,69.04388075
70.34027061,23.21860597
4.527885438,6.120469087
28.34237475,43.27658717
42.67254587,3.469581114
39.11130844,28.69156458
6.746894244,2.374193073
7.676823375,43.40016584
54.25643354,60.76585143
53.15655052,28.11951216
9.903670456,24.51407184
63.44116951,62.70671851
15.16242305,22.47162137
73.03202425,16.08228501
44.63618932,60.64311951
24.64982949,4.809424628
21.78628525,53.11517528
41.97895887,47.58937954
12.9769182,33.45311944
32.95030724,40.84049861
18.15564911,34.71185561
11.70336963,33.35138242
1.25178198,24.58308915
60.35472449,51.55460138
25.55211306,-3.414691864
42.33075203,50.45393008
63.32758525,31.69216132
35.65976661,57.32414248
72.59325085,49.90814815
67.93822065,32.48463809
34.12044988,55.58154758
10.74795577,16.32528552
27.02591823,40.39189835
58.51515353,44.6988334
1.467558011,38.14416374
10.16012035,12.78278074
45.26293732,26.32688529
12.03668044,6.8642022
18.98575972,40.88219304
19.70358111,14.05032128
20.95294357,26.85340612
11.66925788,24.51530648
53.01275556,23.72198174
9.20414686,2.2802145
74.91472648,26.61583627
28.14180221,53.3022519
7.522998979,48.03002469
22.19315785,14.55920903
30.65976437,2.231706641
19.95328481,24.68692855
5.523170412,3.252337063
51.36509591,7.216985958
26.63841465,52.48733272
42.38820911,20.45282023
70.31669481,19.34283957
48.66973936,16.70512743
58.37400225,51.63618979
50.87389557,45.42796298
18.97400735,38.11005508
57.11794866,48.82039399
69.59059359,8.655101635
31.16749814,46.27663641
18.90250661,34.49949089
43.33032939,16.61446978
49.41768929,18.70301789
32.62068738,19.08381911
60.67577393,4.544137529
55.17429766,16.31774526
7.484784092,22.13003706
50.59800145,6.584879373
42.9147886,56.98214108
73.60991246,36.21177746
3.386021417,37.15755882
76.46521969,37.94078939
27.79078113,27.38909493
41.77002074,56.34461964
38.42454877,35.79534944
1.750900501,47.75225965
50.47686264,3.733248964
47.46647926,38.65078749
18.28985125,9.494561587
33.1978737,38.36276609
6.318145787,25.70287482
25.76634039,51.30691184
40.28620769,20.08328503
30.17734167,1.853522529
71.19995353,28.31910296
38.91425595,40.40125431
60.04333267,56.74066833
48.45942475,46.05856522
7.124203912,36.40459035
54.78490231,3.764796776
55.13507792,5.989742909
29.0114921,25.02671909
54.34915643,49.44672266
59.56643748,40.06804722
42.51645327,41.21410872
38.24575771,43.47416987
16.1819649,7.166343944
44.99985938,44.53466869
9.340899726,29.33775945
35.43509102,51.73013747
48.22151005,22.90629142
67.74875419,35.72198976
19.37032588,47.54345896
23.21594175,55.03849244
29.38056238,19.30969769
25.95362512,21.98472629
21.60517067,50.66658839
23.63707847,8.800235651
48.39876689,46.13183337
41.02507131,50.24937473
40.34345339,14.79161289
0.459663831,19.61153014
6.419517946,4.716970595
49.2130694,40.92161719
19.46796924,9.5474467
4.611441925,28.46460489
14.48869625,19.99943386
44.44939393,52.22361113
7.88338618,44.45481101
4.07223748,13.25102797
4.595548476,44.67139907
19.25605538,-3.970380512
67.21107191,12.79943052
64.08152431,61.88770638
4.329531779,6.520684059
58.35334259,2.117774852
19.91340175,20.33708492
15.60896771,17.18900339
16.44274214,38.44270781
38.62703736,44.72305817
50.23072401,37.45935618
16.37420451,9.646409692
58.34659239,54.82479217
58.27626815,49.52488641
1.687387458,38.06857978
46.54240948,59.34942911
80.22807944,69.95235898
61.93146423,59.16308555
54.65694849,8.043978908
75.12005231,17.30865113
49.18806962,49.52461609
42.6574439,59.30194363
31.49207058,17.42038185
56.09738364,58.09673929
68.96006602,46.04823846
61.07640503,27.79275637
16.76770731,38.99123587
18.339751,51.3845322
78.48070014,61.99437687
2.935401087,40.11495405
39.85182,23.15169999
52.543586,52.51646188
22.19269648,42.6094767
30.82763284,11.82466089
34.24340112,48.13140309
87.29147785,65.29314
52.75572421,24.62563526
12.23435203,3.864880971
56.15324942,43.97250028
28.85054363,57.51230439
16.3311737,0.572326269
1.010188782,23.70556769
20.66614244,3.460398096
56.66059991,11.69055194
17.60353159,54.75523189
8.767075901,2.811919565
44.44939393,52.22361113
1.271041367,10.23139781
0.647180582,41.76139963
55.04817083,53.72683877
2.155915187,13.03187936
19.73009026,-2.959840536
35.95030946,54.52894276
2.427590473,35.03380841
10.66695443,7.504736847
35.81248899,42.31729534
55.42535992,12.67995176
50.34823399,27.04927629
21.12103266,34.55949423
6.031238342,20.42105359
73.04320109,26.61031333
58.80172113,32.27789838
53.76211864,41.13011949
41.97270074,55.4933509
10.1160636,39.57662714
18.704384,28.45277329
18.11731849,32.25801496
33.45505779,16.48754834
62.11372761,53.11411832
53.55287297,47.52737309
21.01950086,20.0318953
27.49744522,27.99078996
57.4810781,47.87262136
49.8041344,6.791173565
31.20358589,38.03947207
63.09931455,53.55979656
8.019600527,5.744322244
17.31594813,8.842200795
36.9425675,56.64320536
54.6087041,17.08981476
72.48044355,13.97237506
29.53417511,38.03750532
81.39833844,62.05097156
13.25237075,6.15069037
15.60184625,36.53805658
55.75095266,18.41807931
18.56767046,29.15348498
41.07622692,16.20518653
13.9942773,40.12743799
55.53143544,34.40694032
29.87019955,28.46266324
61.20771048,52.81421816
38.11291807,42.57202563
48.25543208,8.545899489
19.32657576,21.8276322
29.29347617,56.53930949
58.74521926,53.83405423
17.10342159,31.13587269
13.36753776,-7.281473012
39.29358592,46.97516401
9.586055904,5.987855102
51.49662607,47.2018302
10.89689559,14.83264485
62.40701653,56.81954749
4.833756052,35.72675386
59.6297892,17.45867528
29.78221555,47.30728679
21.37008392,25.59498624
48.35700179,45.46990259
38.26498219,6.288740954
38.64767416,21.2689751
44.02904813,36.69097847
21.97505886,56.88650541
3.859470401,11.63508975
56.25887211,24.34913842
50.44781138,45.81483843
41.65340335,38.02569762
12.64899586,18.54339522
3.93164273,19.05488657
65.42591894,14.99381988
16.90820182,8.704934917
21.27985956,47.19777743
52.10833964,58.16185549
9.012845432,9.523834676
8.102542388,10.69111038
22.85081959,46.70641686
76.45786643,46.54206024
34.15571411,49.69350494
20.10270518,20.73117293
70.04058488,45.04116789
23.29282329,17.48944734
26.50942098,20.88531823
55.70879173,12.29958769
0.776403625,26.69642122
58.52579975,38.04006547
61.83693647,59.00480123
66.78136563,45.14196305
45.01916789,43.49983017
81.05026126,54.16612978
25.31840511,54.42584917
68.89804923,62.42096574
58.56319567,3.609591425
30.54940254,46.80971235
6.195522247,13.12908988
18.92753394,25.2557106
27.78797061,56.27282653
7.646415321,34.51162517
15.59259759,22.73159364
46.38268123,56.84814964
46.64204378,46.79193848
55.82216122,30.731916
9.547796466,41.84711974
25.60914709,49.58322175
39.0557024,59.02617926
53.30945933,7.958273888
50.91203879,49.06523235
13.64353264,43.63679035
18.89170957,1.066031138
33.05943412,56.47454209
50.62970393,42.05888844
55.31776118,42.95781693
17.79215413,14.6126174
70.05074793,38.6143405
21.80789581,7.271139963
62.03671028,30.83492365
48.90500718,43.29805025
49.67920824,45.53260665
56.28824298,39.67527691
59.01966288,53.90549723
15.28123418,20.9736101
44.54989094,43.212164
48.73257955,55.897905
24.87711729,21.86685657
27.58080141,19.97572486
63.11763856,35.031484
66.61387961,58.3077485
53.62446338,40.40439614
35.80949098,48.08409381
56.18220245,41.15534539
46.83582741,47.33304762
